X1,X2,X3,X4,Y1,Y2,Y3,Y4
750,40,600,8,15.3096583804937,59.7222425777856,51.2162932931792,388.094653840321
1250,40,600,8,13.2678658253733,56.7421542151447,50.179045042679,385.843751790639
1750,40,600,8,11.6284541058275,54.6482433164333,49.1421092382801,383.596386979578
250,60,600,8,6.70564663241275,33.6779127269287,52.8419011773589,392.214428424794
750,60,600,8,3.59135334987562,27.944473309652,51.8045862419747,389.961225096645
1250,60,600,8,1.01546616205533,23.5491114677128,50.7674143998048,387.711164598168
1750,60,600,8,-0.963425338124246,20.5634980335306,49.7305280759463,385.464555930783
750,80,600,8,0.755425777645051,19.4588329824454,52.3931219004963,391.833339417696
1250,80,600,8,-2.31120718259894,13.7345095437168,51.3560739299069,389.58422335154
1750,80,600,8,-4.662222402146,9.74590428987035,50.3192845323318,387.338473465423
